uuid	hubmap_id	status	is_protected	data_type	group_name	has_uuids	number_of_uuids
8dd0ef5cafa3541cf9f0661db64662b7	HBM588.FHDS.363	Published	False	CODEX	University of Florida TMC		True
a6ccc344f88a164766d1251053173009	HBM869.VZJM.366	Published	False	CODEX	University of Florida TMC		True
0dc91e6484430c2db25b6765dd6aa565	HBM573.VSJK.526	Published	False	CODEX	University of Florida TMC		True
afbd95090454842570908a76c80d1266	HBM548.TSMP.663	Published	False	CODEX	University of Florida TMC	False	0
59f7fa785f9dbd46f45758e22454e912	HBM964.FPNH.767	Published	False	CODEX	Stanford TMC	False	0
3de2804ec3219228758dba8382d33423	HBM825.PBVN.284	Published	False	CODEX	University of Florida TMC	False	0
11b4f413984624557c2b1a4566b0d71a	HBM945.FSHR.864	Published	False	CODEX	Stanford TMC	False	0
0a22e0b91026c2164b238ff0e735077b	HBM283.GNGR.785	Published	False	CODEX	University of Florida TMC	False	0
5b8a17e92defe510fa91b3a97a728831	HBM462.JKCN.863	Published	False	CODEX	Stanford TMC	False	0
4514230f7473a496201a4e45c4ff9568	HBM376.QCCJ.269	Published	False	CODEX	University of Florida TMC	False	0
26191c2719339be0c3fa6dc8a7ba3550	HBM988.SNDW.698	Published	False	CODEX	Stanford TMC	False	0
9d85dec83a12ae900c5b7603cb74d6ca	HBM488.CNNZ.544	New	False	CODEX	Stanford TMC	False	0
aabf05e28a70e7da1fc2558d9a2d82af	HBM852.NKST.623	New	False	CODEX	Stanford TMC	False	0
9e28cdbdb5bc5b3cf7299f13635eebc9	HBM823.RJNG.364	New	False	CODEX	Stanford TMC	False	0
fa789beae7f1a0ad9947de50c329e3db	HBM465.ZNVW.226	New	False	CODEX	Stanford TMC	False	0
f9ae88d0a98b274efe18f03622de08a7	HBM473.QGDG.848	New	False	CODEX	Stanford TMC	False	0
087a0927bb9ae62962053b7a497228e1	HBM474.ZVZL.493	New	False	CODEX	Stanford TMC	False	0
50f466268d42ee8ebf929757ed670d12	HBM395.NQKF.566	New	False	CODEX	Stanford TMC	False	0
746688ea37608c8dbbcc1805adc0413c	HBM565.LSMX.645	New	False	CODEX	Stanford TMC	False	0
aea2908c0165645e2c1a1251362c2465	HBM827.SJBP.777	New	False	CODEX	Stanford TMC	False	0
33fcecfcdb5a264554dc06db897cd4f8	HBM535.QNTP.246	Invalid	False	CODEX	Stanford TMC	False	0
5dfaf57521ad6aa97aa64d8aba1f9d32	HBM597.QSZV.956	Published	False	CODEX	University of Florida TMC		True
52ef1c33a11494b43d8979e0e6057caa	HBM683.NRPR.962	Published	False	CODEX	Stanford TMC	False	0
efeae1a9895b88a4ccdbfa35dc98fdf2	HBM968.CJLB.479	Published	False	CODEX	University of Florida TMC	False	0
4c0479bd703d8be3c2834dd1b6773b4c	HBM355.JDLK.244	Published	False	CODEX	University of Florida TMC	False	0
ceeb65e769fd592cbc9caad267cbe4fe	HBM443.LGZK.435	Published	False	CODEX	Stanford TMC	False	0
f0b1b074ed23ed654fcc41dc831080c5	HBM979.JTRM.429	Published	False	CODEX	University of Florida TMC	False	0
077f7862f6306055899374c7807a30c3	HBM279.TQRS.775	Published	False	CODEX	University of Florida TMC		True
4df8eb42549d6954d0b98b18cb92d9b6	HBM492.LXSS.627	Published	False	CODEX	University of Florida TMC		True
f86b9efc87074bf03cd53932d8f1e76f	HBM288.XSQZ.633	Published	False	CODEX	University of Florida TMC		True
62cf328e12477c27a6e47f936eb7324e	HBM747.CQKL.785	Published	False	CODEX	University of Florida TMC		True
af721c3938f621be2222df891f2e2a37	HBM769.NBQL.534	Published	False	CODEX	University of Florida TMC		True
00d1a3623dac388773bc7780fcb42797	HBM556.KSFB.592	Published	False	CODEX	University of Florida TMC	False	0
654418415bed5ecb9596b17a0320a2c6	HBM568.NGPL.345	Published	False	CODEX	University of Florida TMC	False	0
827794b6592c5370801b97de0d9e2e4b	HBM654.KTJK.968	Published	False	CODEX	University of Florida TMC		True
cf85bc1516f68195c899e287a9cd678b	HBM866.TGNJ.847	Published	False	CODEX	University of Florida TMC		True
1c33472c68c4fb40f531b39bf6310f2d	HBM834.ZFVJ.978	Published	False	CODEX	University of Florida TMC		True
c3220fc4c60650b8a4bcbd35496a1c45	HBM457.JZFF.434	Published	False	CODEX	University of Florida TMC	False	0
f9bb196bf1fe395b635731dbf523c6fa	HBM724.PJNC.827	Published	False	CODEX	University of Florida TMC	False	0
699e1e0966bf3bc53e8a114eff9c75d0	HBM739.HCWP.359	Published	False	CODEX	Stanford TMC	False	0
603835e23141f95fe5eab5a1182e9d08	HBM895.KFFZ.249	New	False	codex	TMC - Children's Hospital of Philadelphia	False	0
c8ee4bd8f052b50fab2e9e9365793374	HBM235.VKNJ.237	New	False	CODEX	Stanford TMC	False	0
9b18ca7a4c869239ddf80f0dbae7438d	HBM865.VDXC.862	New	False	CODEX	Stanford TMC	False	0
b6f3dd854f9826cad29a2f63261e3a54	HBM627.KDHD.293	New	False	CODEX	Stanford TMC	False	0
763635933fb185b0174ea09273b36583	HBM824.XGWZ.857	New	False	CODEX	Stanford TMC	False	0
b3e6c1651d33bdec8a827144c667e998	HBM569.NBHZ.832	New	False	CODEX	Stanford TMC	False	0
4839e7564bc7676e781b8f3f9bfbf35b	HBM772.TKCN.287	Invalid	False	CODEX	Stanford TMC	False	0
be815eafcdc11825037586353cf34b86	HBM832.ZSQJ.442	New	False	CODEX	Stanford TMC	False	0
7034950e109586361e73c1b9ddb81346	HBM285.VFDT.966	New	False	CODEX	Stanford TMC	False	0
ec8f9880b5dda90c3c6017ba670097a9	HBM424.STVV.842	Published	False	CODEX	Stanford TMC	False	0
e3b831b46c84bc66e88fa410cf89dc2d	HBM363.LLBL.252	New	False	CODEX	Stanford TMC	False	0
efaecdc1565274900386733cf1661ca6	HBM447.MNKW.592	New	False	CODEX	Stanford TMC	False	0
8eeca1a98041348bb14fd652b766661e	HBM573.TTLG.748	New	False	CODEX	Stanford TMC	False	0
053544cd63125fc25f6a71a8f444bafc	HBM757.VHCK.858	Published	False	CODEX	University of Florida TMC		True
8ed33ab3d0bf77d7a955865c6949cb1c	HBM355.CZJX.599	Published	False	CODEX	University of Florida TMC		True
d73a864f5ad6bdffdf148f43423e2a01	HBM772.XXCD.697	Published	False	CODEX	University of Florida TMC	False	0
a2d8214d4ec0fa93e3f840f85d857662	HBM722.PNJF.969	New	False	codex	TMC - Children's Hospital of Philadelphia	False	0
6ca9f0d7afc771a31d0eca612e15c2b9	HBM898.TFZC.444	New	False	codex	TMC - Children's Hospital of Philadelphia	False	0
4800f4d3bfc319903a669b5d98806b1e	HBM597.GFCZ.822	New	False	codex	TMC - Children's Hospital of Philadelphia	False	0
96f5c73df89d553cda6547b508aee854	HBM679.NNNK.283	New	False	CODEX	Stanford TMC	False	0
f7b14f3298c0676d8cc5b127e72c8bc7	HBM974.CNWK.327	New	False	CODEX	Stanford TMC	False	0
9cd498e327d8695a8a546d82e51d09a0	HBM257.GDXT.888	New	False	codex	TMC - Children's Hospital of Philadelphia	False	0
bec226690f40f11d0516487ba4ad289f	HBM374.DMXZ.352	Published	False	CODEX	University of Florida TMC	False	0
2b57ac6fea7aa96d26d2685a297a4e7a	HBM342.FSLD.938	Published	False	CODEX	University of Florida TMC	False	0
c95d9373d698faf60a66ffdc27499fe1	HBM754.WKLP.262	Published	False	CODEX	University of Florida TMC		True
f0dc7b639c6c4cc145681579cad020da	HBM927.KDXB.445	QA	False	CODEX	University of Florida TMC	False	0
e69fb303e035192a0ee38a34e4b25024	HBM575.MTPD.997	Published	False	CODEX	University of Florida TMC		True
3a4fb23a49fba2647dba2b8f57976d25	HBM666.RBCG.529	Published	False	CODEX	Stanford TMC	False	0
a71a75ea60d91e89675b04c1728a5a48	HBM498.TCSV.345	Published	False	CODEX	University of Florida TMC	False	0
98d54824c0eb9843865dfc3a53b4cff4	HBM334.QWFV.953	Published	False	CODEX	Stanford TMC	False	0
3d14dcc3d7c3e0cd339c9366e34b37c7	HBM543.RSRV.265	Published	False	CODEX	University of Florida TMC	False	0
153b0fe8575ff1a17768319ba6dbaa5c	HBM439.WJDV.974	Published	False	CODEX	Stanford TMC	False	0
745514468a9ab6779a4c879e01ac8df2	HBM882.DBTR.869	Published	False	CODEX	University of Florida TMC	False	0
5afac98d9f449f2169b505179dd96f0e	HBM394.VSKR.883	Published	False	CODEX	Stanford TMC	False	0
5dcd80f33dd59321055f621791918516	HBM899.KTQM.246	Published	False	CODEX	Stanford TMC	False	0
a0946b9a99b0940c5e9eb7587deafee5	HBM792.FFJT.499	Published	False	CODEX	Stanford TMC	False	0
61e800af49715fa70ec90a7c53f3c389	HBM622.STKS.394	Published	False	CODEX	Stanford TMC	False	0
61b3818a8c762a5708b275a714360608	HBM466.XSKL.867	Published	False	CODEX	Stanford TMC	False	0
8704f735f701691de8ba8f88ebf01a77	HBM785.FJVT.469	Published	False	CODEX	Stanford TMC	False	0
3f3fc7fbd6c9ddffd3cd96e07b946252	HBM438.JXJW.249	Published	False	CODEX	Stanford TMC	False	0
c5334b682758b141c481f87ae010b537	HBM938.KMNW.825	Published	False	CODEX	Stanford TMC	False	0
