uuid	hubmap_id	status	is_protected	data_type	group_name	has_uuids	number_of_uuids
812eb84d7f482e1c855f6cc37f554874	HBM834.WSBV.784	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
dac492687743a1c374ebb4fdc9a0a55a	HBM265.TSQB.698	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
fc5807ae31c05679bc1048c79aaf92c5	HBM484.QDDS.752	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
68751a1150c6b24cec78c031390487bc	HBM255.FTZT.838	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
64b61aac0df17ddb916b88d2faa2ce7d	HBM664.MCDD.259	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
6e501b057f0d19451012c03aa5442af2	HBM297.XHVP.489	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
bae81c76d9baf591fc7455f570e3c41d	HBM782.VBFQ.945	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
b4dc29f1b0bdc10ce57734655feb4428	HBM832.FZXR.449	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	5
d5e4547a1e72812284f7762e94a0f754	HBM745.JXHV.774	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
14e791d78e93de385869c09b101e9ce3	HBM655.RKJR.493	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
74c08831f6c89b35d6df46bf88c3fbf0	HBM784.RVTS.872	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	5
16782d78da92510a67880e719af368f7	HBM762.VLJF.655	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
059d18392b5a8805337a0c8ef5d19b46	HBM455.ZPNN.623	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	5
cad274bf30cdf90e246dfe56afcdf2c2	HBM492.SVCZ.539	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
6aa7ff3bf38a6b1a242b6d7d3198f44a	HBM624.BLKG.259	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
af8c7a2263bf77785bf75788143eef4e	HBM638.GFNR.793	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
225280788b0c66d095d05c4e36a89b81	HBM792.MWCJ.783	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
9d5f581f5a1081fda3c748402b13b09b	HBM996.XRBP.649	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
724256834b9b5c19073559d422e59667	HBM646.BHHT.443	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
53f81503913a841f57f07835ce94a5b9	HBM929.ZQRZ.278	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
e81e134b69e297f7442c6e4050ffb464	HBM657.MJHP.546	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
a99a132d06f46dc563cb47006b874ab1	HBM977.JFFT.795	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
3d2d23e79d05583bd3b1a7f009b203ef	HBM768.GGMW.763	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
3802f8843c090764d056b2e326a494ca	HBM678.CNWW.847	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
534418043eb8b1e8e6690123688bed09	HBM976.FZMR.433	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
16e9ba451dcad479781b272fb8a6ea05	HBM796.LFJP.942	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
ba76a0aee94e03e866287d77866ead58	HBM874.LNRK.792	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
9d607bbd57fd250c7444158f4f55598f	HBM668.RKPW.923	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
42f8aaeab5888c1789d630ca085d6688	HBM688.SMXJ.943	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
16cf9755338257986a867a86d63c2b9b	HBM654.KGFR.248	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
81326ba2085657141f9932f135154e39	HBM674.JNMW.857	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
75ccc2ff3ce28137d2f5f6f34873747d	HBM592.FGDR.959	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
e562cbe920567069d39b38b8f672bf5d	HBM729.QZDC.322	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
28481bdc81b2fac9c645ec95fc0e1824	HBM742.PLXW.786	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
1e4f36238979459b6cb35f3a36bb299d	HBM742.SLJJ.558	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	5
3cd30e8d3cfac233dc86be47c3508fdc	HBM226.BZMV.852	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
12ec5b881a24bd3da166fd64e52fcb93	HBM373.QRLQ.338	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
227f4450f80d5c058f2f223adc806fb0	HBM226.JFZZ.568	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
4125c67860a0f659ffbbf101b278c62a	HBM852.FNJG.394	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
fe404f09cf1786cfd9ec45a3af62dc6f	HBM674.JTXW.676	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
0958dabdd6ea147193514524f8dc7cdd	HBM496.PDBS.429	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
b713efaada56322c7f53aba18ddb904e	HBM399.KBQD.395	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
0e9c6c75a7cdb5c2d4fdd242b4b0637f	HBM744.BFSJ.565	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
30af16460b3f499e5bc803b794b61df0	HBM276.VNKN.267	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
0e71beaf2b67bae4c609df811a34d7ca	HBM595.PKGV.622	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
50c0c77c036397f98ad4c058fc9cd35a	HBM487.ZVSC.235	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
2a305a30f98deb4a3a6717f24edcbef9	HBM569.VGBL.558	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
04e5fe708a31a40726cb204908cd5479	HBM524.DVNF.223	Published	True	SNARE-ATACseq2	University of California San Diego TMC	True	4
585c27740dd6f680c0dcaba323562939	HBM935.KGJC.468	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
03e1ae44e4c4a92ded0c1960336b83af	HBM535.XQDS.238	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
015ee234392256bfdb315299622ccb87	HBM769.NLGR.528	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
0a89c78b2de4c454c6df0a6e17ff17b6	HBM422.MKWK.448	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
96c782b502cdb23122b2e7fb376d949d	HBM822.JFNB.664	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
8464b72f60b42590266834f9049055f4	HBM846.GQRK.362	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
ab3df69d522e29ca793bae7495e1b301	HBM359.CQKZ.649	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
e9e74364d8d9eeaba7a7f094d33c0a66	HBM746.WTMD.298	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
1ebb8c979c90d0c214f3ebc7aaaa2207	HBM266.ZBKL.396	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
1e002a7b641312095138750498a541de	HBM837.RZPL.332	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
434243c3ccff2face69c37fe86d53b4f	HBM549.VSNH.445	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
d990c4d6e981affd9ea3411f436ff09c	HBM788.XWPV.347	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
c820345b025ff959e531db797030a399	HBM874.DVHQ.638	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
bbab5449e7476eb6b52cbb632980aa2b	HBM983.QHFB.659	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
ee14de43eba29d0c55481a998bc3e4e1	HBM846.NMQR.693	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
f41e71ec9619dbb065634b4714d1818e	HBM973.ZVNB.886	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d91f01da45d9011b702cbff221c0ddeb	HBM864.XMFH.374	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
275c81f5f8b4f53f925f9742cb440efa	HBM296.PCFN.989	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
9b64312cac3c359e0fef53555057c996	HBM777.SVZT.454	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d7bd2925c466eedc009c1cd272011529	HBM349.XPRZ.258	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
048723fd5863d45d8a8e867f21e8af9f	HBM955.DXVQ.765	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
c7038c10b1766e639ce263d5a177e5fd	HBM775.HGSK.536	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
fa18feb84ec1c2fd66286ac47da24b9c	HBM673.WGZS.593	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	5
f4333f83c8aadb7ea132844e7d0097fb	HBM479.RDNW.482	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
1e56c595c3f0e1cf126a80e00fd31c54	HBM444.BXPJ.728	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
e30d1d413f45c48edbfdf0ecf9d58dcc	HBM245.VSKK.846	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
026ab5fb8cf7681220b423d453a583aa	HBM393.NWNB.684	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
9f08125dfdae4906881b62479471d65a	HBM775.RVQX.376	Published	True	SNARE-RNAseq2	University of California San Diego TMC	False	0
7b85597b6a56b4119792423b23f2a40d	HBM882.KDTH.685	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
b2edd3796b6ee0e0d3af9c12646e1120	HBM548.WNVT.322	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
053eeb782b81f78b5e41802dfe859cdb	HBM742.GTJJ.334	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
5fba3cd9628ce41299533961b00763a4	HBM922.KSKR.637	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
42a767c2036382d7f015989cad1ce138	HBM238.MHWZ.654	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
1b2dede6f4a92c4114ae0e581b5466ce	HBM984.LZDJ.635	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
397b6f876ec7976923650135481d08e5	HBM239.XXRN.647	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
76584f2fe8e8ec215d78b83296461bbf	HBM495.KSXC.638	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
83886790424cd10f6b50159ef50555ed	HBM532.DJRB.464	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
f852d653926edb68292e39b95a3469cf	HBM259.BPTK.843	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
af3e387f2441f172cbe7de29ea5c3c16	HBM375.KNVL.645	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
eb7483e17dc656d065ed2c1595663998	HBM523.FKWF.269	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
324e4aa3c65fd6644234bbfd61b358de	HBM434.NVPJ.787	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
9c059f193bb4db45250e3b5eb303eaf4	HBM836.SCTK.396	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
154ec6344a58e4acb15ad01977b84baf	HBM255.HLNC.938	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
19274e67c639a003ffe17953fd6b55db	HBM788.QGNW.253	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
644e9e8c2e6dfb07223188b86eb17ed4	HBM386.CVHG.956	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
737617c116e94ded77b9de7611c469e9	HBM396.QSCB.763	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d3c675e9f3507412928d3bb725c2c8d2	HBM953.HGVS.696	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d90737b6f1563e164f8a30b4315205a0	HBM466.RBPX.375	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
a2bf1303a535bba11900932213b0f987	HBM935.CNXT.255	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
a8959b401a2a5fd70a85651404068b73	HBM872.JGDD.956	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
7e452891b83ca984a2f210312d90495d	HBM979.DJZW.835	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
21cfe966008f784c47d0638e80b55ee0	HBM697.XSHN.426	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
676d7aa78c6ff2b18aca7c7d020d0928	HBM672.TRVG.967	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	7
c391f9351952a3eb3ce4b68b39f12970	HBM735.LWRH.779	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
88a335560ab0bc16c7d63c01d6480f3d	HBM693.ZRQJ.667	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
838a481d4970d865de933429868a06bc	HBM757.DZKS.993	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
11c92e3b876f5f79cd46a93eb90e074b	HBM924.DSPX.449	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
2192b4d95d164631d8c984dcde3ea635	HBM894.MNHL.259	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
4d3eb2a87cda705bde38495bb564c8dc	HBM433.XXZF.683	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	5
670135e38ac4107e0d07dae1bdcf4936	HBM644.GBKD.967	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
eea962dabda0cec78f8f909494e0e775	HBM435.WLKV.658	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
1e766956a9c48e8e61ffb1ab28e8e4e4	HBM335.XXBG.857	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
0dad96d381eab1a598b76038385e593f	HBM488.CHLD.467	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
9e8d22618bc17f270c58b7bb2581ece4	HBM257.DBNG.933	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
4038c7a3510b38f0cd036aa4955246eb	HBM265.NXDR.935	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
8fcb96b98c87178e2666435a3b3a5350	HBM398.CFZH.458	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
1c9310ad74bdebc6983fb1bda3dcaa6e	HBM677.TRKR.869	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
e4cb7061eafcb4605b138b56dd8b10c0	HBM368.FDDS.927	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
5a1449ecf5a58494e11ed7a78a7d104a	HBM363.NSBV.432	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
142dde4b515934bdd9384c2aea081ebb	HBM276.BCVG.232	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	7
d68eb55a484036b3575043bdecd64a52	HBM853.XQFP.642	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
5db7806bf62bf80bdd9a17199d6d2b08	HBM442.HSFZ.838	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
bf8faee3a82026ccf2a65965fd158a1f	HBM384.BWTV.862	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
59da4436e52d9cacc743c1a9bbdd566f	HBM277.KCLM.554	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
df7b5c077c2fc442f56d8667fe8ea37c	HBM766.PSCS.545	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
dd7adfb071228435eb2bb1699148a1de	HBM446.FXTJ.757	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
07975e1e99bcd25fef9e6c72c46a8922	HBM756.GZSH.268	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	5
973b5f2ce28a818e31d6148147feb6fc	HBM442.ZDMV.523	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
f5e37d024e028f1beae9d384630b8107	HBM534.ZLFK.677	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
da37b64d6f5823747274c719cd590890	HBM298.KXFW.694	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d31aa4d63ee3f71965fc7bccb3ef3d02	HBM425.ZCSZ.825	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	5
6f87add44880de684e6a9a5625344bbb	HBM445.NPKW.958	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
869ff5b556a0e0f24a48aa673d0bc343	HBM879.NCTL.468	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
ae97b76308cc66379e3cab55ca3c86ad	HBM459.BBRT.432	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
efe5894cd09b0a411ecfe46749e6db73	HBM852.VSBC.572	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
63c9ad59d1db51551989d7dabd36dea9	HBM462.BPNZ.799	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
4e54c868cca02be3a0538b03c1909c3d	HBM694.QMLR.738	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
e8efba8d06360eeba199f195da80f01d	HBM867.XBWD.535	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	7
4ea28b66fb08185a484df0fa0b9543dc	HBM388.JGKV.766	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	8
f716e995918d7780d46ad4df44d41678	HBM426.CDKT.979	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	7
56ebc2ebc5446a039cb0a86ace68bd32	HBM927.HHFD.265	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	7
e0d7eaffb0da948ed150d1cfc94db74b	HBM368.QPXJ.543	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
fa3f5482e3502d7d5d86c61157ee6a7a	HBM725.BRBB.566	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
bbe9f1a95a61f32656ed4452fed9d424	HBM834.TDFD.294	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
26dc619ecea3f40441064f18e1a8b879	HBM379.ZGKM.223	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d97b9b0aa1c0c6929d0db414e1d67825	HBM587.JPLF.798	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
00d9d4bf8b010eaa6fca4361476cd2ad	HBM342.MWMW.936	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
ffc1e88d31396f5bd8a0b66729584e1d	HBM759.ZKDS.894	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
46f707a38043ac6d2cd6a3700979c8f8	HBM366.RVSS.338	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
42221548e4c709628522b64d48ba0a75	HBM794.ZFKH.622	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
d2514a9f220952cf2dd75796206eeb11	HBM545.VTQM.594	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
01160f557b3544a163184137530ededf	HBM553.MNTQ.265	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
500af39b83bfa9eb27f78746734f3db9	HBM692.WWJD.963	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d615cc96a8606bb6819bed2a8d7f24ac	HBM389.FGMD.644	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
a7612d7bb369391b04eeca67f46df883	HBM724.WBBC.362	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	8
1f03636598bfb7d3bb0bfccf0a252e36	HBM557.KNTT.394	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d34eb3a317ac17d6f01b958cb2276793	HBM684.LRVL.722	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d7204812ade29562397bb60c99216794	HBM759.FHWP.826	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
155da15afc9978b62d64bf0801d025dc	HBM699.NGDQ.539	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
c5e4adcf2ef956864a087d1691e8e8cd	HBM288.RCTV.965	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
b2d42d1143a168014996df6d07d5bdf8	HBM723.QMLJ.829	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
be7059191ba49651655db7d333610ad2	HBM283.GHKJ.532	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
c858b21d7bbfbe4e73d9f72c2c719c62	HBM853.GWTP.895	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
21fe1cf97052ee3d986b5ccb4e8efe86	HBM562.WZFC.994	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d34706323794467348995af37072b5ee	HBM252.BMWF.224	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
19be408fb97c09f603c906921d7b0945	HBM695.XTNF.836	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
b7227f0ddb99ee5aaa3aec9d48d10a83	HBM522.LXLF.753	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
6ae8dd70fa2de19016fcb9c81afc11c7	HBM539.MKQD.956	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
b8f2f968030b16280a77795a6babaf16	HBM687.DTXP.559	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
a8b5f09ae183be8731349bbb72a55a4f	HBM769.BDBL.437	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
33874bc3c95b6b41cbc387d2826d88eb	HBM683.DSMM.562	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
db3eca4495be28a22d9d02d465c1f702	HBM959.XNWL.627	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
9efdc2b203c54baad4e7c5cd99b77160	HBM695.CKJX.997	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
b4a975cb708bf442ceeb4ad2377024f4	HBM475.NWHG.922	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
6acf389e79b08bdd4c7f94019348868e	HBM428.GPCD.698	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
3b9e41fa2326a845871cd20b35efb0c0	HBM687.SQJV.939	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
421007293469db7b528ce6478c00348d	HBM575.XFCT.276	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
4318b88da67256edae9fd876b5111e4a	HBM477.SGMX.842	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
de80a443ed15e1f783c68d5e0b2d7216	HBM744.MBPT.666	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
df71091620312eacc28a6accccfb2aa4	HBM939.CNSV.893	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
fa3c3facff89f8ee89f7ee315f057f5e	HBM882.NBFK.489	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
b187c76ccb333ec1c347cbc217c09ad5	HBM727.FSWS.736	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
614073f249f8881b2fe4a29db6bea266	HBM363.LDZL.423	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
2746ce8d450265ace2c6aee762c8dfda	HBM349.KWMK.599	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
43f83f08bedac2bc4d58767362dfebe2	HBM793.TLPP.486	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
055944e2ee7579974aa7a2a11dff5637	HBM729.KJWJ.742	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
52fab90faa97ba44dfde29e1fe740f48	HBM443.TQKQ.624	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	4
f21984fb4a908c1adfa921fbcaca8788	HBM584.ZTDX.845	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
a4477ee85ea420ae82b892ae936b43c4	HBM659.WFXT.729	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
d74c1643f3f4c22a4758e5931029ed75	HBM398.ZSNW.578	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
ade674f0277942c9a1297494fcf3511d	HBM328.FTJW.669	Published	True	SNARE-RNAseq2	University of California San Diego TMC	True	6
